ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt,d18O_ppt_2,dD_ppt_2,CBE_pc,mixing_st1nit1_2,notes,Name,pH,EC,Q,Temperature,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Lithium,Sodium,Ammonium,Potassium,Magnesium,Calcium,Strontium,Lab_pH,Lab_EC,qPCR_mean,qPCR_std,Map ID,python_ID,python_date,Excel_TM,Excel_Overburden,Excel_Geology,Excel_Category
43,1494_03,fracture,BdTfrac1494,SW_NE,,,,1494,25.09.2020,,829,granite,subsurface,3.59,9.02,0,279.14,,0.14,32.08,0.23,0.19,107.89,15.4,9.03,8.45,681,519,469.5,,0.0135,1,-13.93,-97.08,,,4.29,,,BdTfrac1494.20200925,,,0.0135,16,3.59,9.02,,,,,279.14,0.14,32.08,,0.23,0.19,107.89,,8.452,519,,,,BdTfrac1494,20200925,1494,829,granite,subsurface
43,1494_03,fracture,BdTfrac1494,SW_NE,,,,1494,25.09.2020,,829,granite,subsurface,3.59,9.02,0,279.14,,0.14,32.08,0.23,0.19,107.89,15.4,9.03,8.45,681,519,469.5,,0.0135,1,-13.93,-97.08,,,4.29,,,BdTfrac1494.20200925,,,0.0135,14.8,3.59,9.02,,,,,279.14,0.14,32.08,,0.23,0.19,107.89,,8.452,519,,,,BdTfrac1494,20200925,1494,829,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no cations,BdTfrac1494.20211130,8.7,576,0.0036,14.2,4.24,7.63,,0.13,,,288.54,,,,,,,,,,3560.817096,1177.27144,,BdTfrac1494,20211130,1494,,granite,subsurface
370,1494_33,fracture,BdTfrac1494,SW_NE,,,,1494,21.05.2021,,829,granite,subsurface,4.35,9.26,0,290.49,,0.14,32.12,0.22,0.08,111.41,,,9.129,,550,,,,1,-13.88,-96.95,,,,,imputed from lab pH and lab EC,BdTfrac1494.20210521,,,,,4.35,9.26,,,0,,290.49,0.14,32.12,,0.22,0.08,111.41,,9.129,550,1007.010975,89.80961764,,BdTfrac1494,20210521,1494,829,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact bernard for pH; EC; etc,BdTfrac1494.20210505,,,,,,,,,,,,,,,,,,,,,1633.720415,56.35929189,,BdTfrac1494,20210505,1494,,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1494.20211122,,,,,4.22,7.51,,0.16,,,288.53,,,,,,,,,,,,,BdTfrac1494,20211122,1494,,granite,subsurface
512,1798_39,fracture,BdTfrac1798,SW_SW,,,,1798,08.07.2021,16:35,,granite,subsurface,5.64,1.4,0,32.66,,0.07,11.97,0.24,0,17.72,15,8.8,,125,,88.4,123,0.00394475,5,,,,,,,,BdTfrac1798.20210708,8.8,125,0.00394475,15,5.64,1.4,,,0,,32.66,0.07,11.97,,0.24,0,17.72,,,,,,,BdTfrac1798,20210708,1798,955,granite,subsurface
237,1798_20,fracture,BdTfrac1798,SW_SW,,,,1798,27.04.2021,14:00,955,granite,subsurface,4.41,1.72,,33.13,,0.1,10.69,0.18,0,17.66,15.6,9.07,7.56,131.7,104,93.8,140,0.002,5,-14.06,-96.66,,,,,,BdTfrac1798.20210427,9.07,131.7,0.00215,15.6,4.41,1.72,,,0,,33.13,0.1,10.69,,0.18,0,17.66,,7.56,104,,,,BdTfrac1798,20210427,1798,955,granite,subsurface
466,1798_37,fracture,BdTfrac1798,SW_SW,,,,1798,01.06.2021,15:10,955,granite,subsurface,,,,,,0.07,12.17,0.25,0,19.14,16.3,8.6,8.247,132.3,104.8,93.6,65,0.0020835,5,-13.88,-96.11,,,,,,BdTfrac1798.20210601,8.6,132.3,0.0020835,16.3,,,,,,,,0.07,12.17,,0.25,0,19.14,,8.247,104.8,,,,BdTfrac1798,20210601,1798,955,granite,subsurface
49,1798_17,fracture,BdTfrac1798,SW_SW,,,,1798,04.03.2021,,955,granite,subsurface,2.89,1.64,0,32.08,7.5,0.09,11.75,0.14,0,16.88,15.2,8.93,8.7,135.2,116,96.2,165,0.002,5,-13.87,-96.21,,,15.36,,,BdTfrac1798.20210304,8.93,135.2,0.00044,15.2,2.89,1.64,,,,,32.08,0.09,11.75,,0.14,,16.88,,8.7,116,,,,BdTfrac1798,20210304,1798,955,granite,subsurface
48,1798_14,fracture,BdTfrac1798,SW_SW,,,,1798,19.01.2021,,955,granite,subsurface,3.95,1.67,0,33.33,10,0.07,11.71,0.18,0,18.7,15.2,9.1,8.09,118.5,114.4,83.6,157,0.002,5,-13.87,-95.88,,,12.44,,,BdTfrac1798.20210119,9.1,118.5,0.00037,15.2,3.95,1.67,,,,,33.33,0.07,11.71,,0.18,,18.7,,8.09,114.4,,,,BdTfrac1798,20210119,1798,955,granite,subsurface
236,1973_20,fracture,BdTfrac1973,SW_NE,,,,1973,27.04.2021,11:20,1053,granite,subsurface,4.42,8.81,,352.79,,0.17,31.47,0.48,0.25,137.92,15.8,8.1,7.2,650,541,461,131,0.0052,4,-14.33,-98.37,,,,,,BdTfrac1973.20210427,8.1,650,0.0052,15.8,4.42,8.81,,,0,,352.79,0.17,31.47,,0.48,0.25,137.92,,7.2,541,,,,BdTfrac1973,20210427,1973,1053,granite,subsurface
511,1973_39,fracture,BdTfrac1973,SW_NE,,,,1973,08.07.2021,16:25,,granite,subsurface,4.37,8.84,0,352.26,,0.16,33.22,0.49,0.02,138.98,15.4,8.4,,635,,452,118,0.0052,4,,,,,,,,BdTfrac1973.20210708,8.4,635,0.0052,15.4,4.37,8.84,,,0,,352.26,0.16,33.22,,0.49,0.02,138.98,,,,,,,BdTfrac1973,20210708,1973,,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1973.20210505_3,8.51,661,0.00475,15.6,,,,,,,,,,,,,,,,,,,,BdTfrac1973,20210505,1973,1053,granite,subsurface
50,1973_14,fracture,BdTfrac1973,SW_NE,,,,1973,19.01.2021,,1053,granite,subsurface,4.04,8.45,0,335.22,5,0.15,33.06,0.41,0,138.55,15.7,8.41,7.8,585,569,414,178,0.0048,4,-13.53,-96,,,5.22,,,BdTfrac1973.20210119,8.41,585,0.0012,15.7,4.04,8.45,,,,,335.22,0.15,33.06,,0.41,,138.55,,7.8,569,,,,BdTfrac1973,20210119,1973,1053,granite,subsurface
51,1973_17,fracture,BdTfrac1973,SW_NE,,,,1973,04.03.2021,,1053,granite,subsurface,2.85,8.87,0,327.05,5,0.15,33.2,0.39,0.25,115.69,15.8,8.47,8.43,656,582,466,177,0.0044,4,-13.74,-96.79,,,-0.28,,,BdTfrac1973.20210304,8.47,656,0.0011,15.8,2.85,8.87,,,,,327.05,0.15,33.2,,0.39,0.25,115.69,,8.43,582,,,,BdTfrac1973,20210304,1973,1053,granite,subsurface
267,1973_28_01,fracture,BdTfrac1973,SW_NE,,,,1973,05.05.2021,15:45,1053,granite,subsurface,2.28,8.87,,349.23,,0.16,33.17,0.42,0.24,140.23,15.9,8.41,8.916,664,615,471,142,,4,-14.3,-98.13,,,,,,BdTfrac1973.20210505,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1973,20210505,1973,1053,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1973.20210505_1,8.41,664,,15.9,2.28,8.87,,,,,349.23,0.16,33.17,,0.42,0.24,140.23,,8.916,615,,,,BdTfrac1973,20210505,1973,1053,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1973.20210505_2,8.5,658,,16,,,,,,,,,,,,,,,,,,,,BdTfrac1973,20210505,1973,1053,granite,subsurface
59,1993_13,fracture,BdTfrac1993,SW_SW,,,,1993,21.12.2020,,1056,granite,subsurface,4.22,9.42,0,360.51,7.5,0.16,36.17,0.44,0.22,144.69,16.1,9.75,8.2,621,605,441,23,0.0294,1,-14.08,-97.65,,,5.82,,,BdTfrac1993.20201221,9.75,621,0.0294,16.1,4.22,9.42,,,,,360.51,0.16,36.17,,0.44,0.22,144.69,,8.2,605,,,,BdTfrac1993,20201221,1993,1056,granite,subsurface
56,1993_06,fracture,BdTfrac1993,SW_SW,,,,1993,30.10.2020,,1056,granite,subsurface,3.29,10.3,0,360.51,,0.16,34.92,0.41,0.25,142.62,16.4,9.02,8.48,930,593,654,98,0.0288,1,,,,,3.52,,,BdTfrac1993.20201030,,,0.0288,16.4,3.29,10.3,,,,,360.51,0.16,34.92,,0.41,0.25,142.62,,8.483,593,,,,BdTfrac1993,20201030,1993,1056,granite,subsurface
52,1993_01,fracture,BdTfrac1993,SW_SW,,,,1993,20.08.2020,,1056,granite,subsurface,4.96,10.02,0,365.2,,0.17,34.43,0.36,1.09,130.34,17.7,8.78,7.92,817,648,580,,0.027,1,,,,,-0.96,,,BdTfrac1993.20200820,,,0.027,17.7,4.96,10.02,,,,,365.2,0.17,34.43,,0.36,1.09,130.34,,7.922,648,,,,BdTfrac1993,20200820,1993,1056,granite,subsurface
53,1993_02,fracture,BdTfrac1993,SW_SW,,,,1993,16.09.2020,,1056,granite,subsurface,3.79,9.75,0,358.12,,0.16,34.81,0.45,0.21,146.05,17,8.65,7.78,787,600,559,,0.027,1,,,,,4.64,,,BdTfrac1993.20200916,,,0.027,17,3.79,9.75,,,,,358.12,0.16,34.81,,0.45,0.21,146.05,,7.78,600,,,,BdTfrac1993,20200916,1993,1056,granite,subsurface
462,1993_37,fracture,BdTfrac1993,SW_SW,,,,1993,01.06.2021,10:53,1056,granite,subsurface,4,10.4,0,382.99,,0.17,36.61,0.65,0,153.51,15.7,8.9,7.505,693,608,504,94,0.026,1,-14.13,-97.88,,,,,,BdTfrac1993.20210601,8.9,693,0.026,15.7,4,10.4,,,0,,382.99,0.17,36.61,,0.65,0,153.51,,7.505,608,,,,BdTfrac1993,20210601,1993,1056,granite,subsurface
60,1993_14,fracture,BdTfrac1993,SW_SW,,,,1993,19.01.2021,,1056,granite,subsurface,3.64,9.35,0,350.31,5,0.16,34.55,0.42,0.22,145.03,15.6,8.8,7.8,608,585,433,62,0.0258,1,-14.14,-97.96,,,5.54,,,BdTfrac1993.20210119,8.8,608,0.02583,15.6,3.64,9.35,,,,,350.31,0.16,34.55,,0.42,0.22,145.03,,7.8,585,,,,BdTfrac1993,20210119,1993,1056,granite,subsurface
54,1993_03,fracture,BdTfrac1993,SW_SW,,,,1993,25.09.2020,,1056,granite,subsurface,3.26,9.94,0,362.3,,0.28,34.73,0.57,0.2,157.75,18.05,8.88,8.47,849.5,630,609,,0.025,1,-14.15,-98.02,,,7.54,,,BdTfrac1993.20200925,,,0.025,18.3,3.26,9.94,,,,,362.3,0.28,34.73,,0.57,0.2,157.75,,8.472,630,,,,BdTfrac1993,20200925,1993,1056,granite,subsurface
54,1993_03,fracture,BdTfrac1993,SW_SW,,,,1993,25.09.2020,,1056,granite,subsurface,3.26,9.94,0,362.3,,0.28,34.73,0.57,0.2,157.75,18.05,8.88,8.47,849.5,630,609,,0.025,1,-14.15,-98.02,,,7.54,,,BdTfrac1993.20200925,,,0.025,17.8,3.26,9.94,,,,,362.3,0.28,34.73,,0.57,0.2,157.75,,8.472,630,,,,BdTfrac1993,20200925,1993,1056,granite,subsurface
58,1993_08,fracture,BdTfrac1993,SW_SW,,,,1993,15.12.2020,,1056,granite,subsurface,4.47,9.93,0,380.89,10,0.16,34.56,0.42,0.29,152.13,17.1,7.66,8.54,617,625,438,117,0.025,1,-14.13,-98.17,,,2.82,,,BdTfrac1993.20201215,7.66,617,0.025,17.1,4.47,9.93,,,,,380.89,0.16,34.56,,0.42,0.29,152.13,,8.5,625,,,,BdTfrac1993,20201215,1993,1056,granite,subsurface
61,1993_17,fracture,BdTfrac1993,SW_SW,,,,1993,04.03.2021,,1056,granite,subsurface,2.91,9.95,0,348.91,5,0.16,35.16,0.5,0.25,120.44,16.3,8.67,8.46,684,597,485,200,0.025,1,-14.12,-98.05,,,-1.92,,,BdTfrac1993.20210304,8.67,684,0.025,16.3,2.91,9.95,,,,,348.91,0.16,35.16,,0.5,0.25,120.44,,8.463,597,,,,BdTfrac1993,20210304,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210523_2,,680,0.025,16,4.1,10.44,,,0,,392.12,0.16,36.27,,0.48,0,156.78,,8.916,619,,,,BdTfrac1993,20210523,1993,1056,granite,subsurface
510,1993_39,fracture,BdTfrac1993,SW_SW,,,,1993,08.07.2021,16:20,,granite,subsurface,4.1,10.03,0,381.37,,0.16,35.08,0.48,0.03,149.88,15.8,8.8,,667,,473,101,0.025,1,,,,,,,,BdTfrac1993.20210708,8.8,667,0.025,15.8,4.1,10.03,,,0,,381.37,0.16,35.08,,0.48,0.03,149.88,,,,,,,BdTfrac1993,20210708,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210505_5,8.88,704,0.02465,15.9,2.12,10.03,,,0,,369.48,0,39.1,,0.31,0,135.15,,8.695,645,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
373,1993_34,fracture,BdTfrac1993,SW_SW,,,,1993,22.05.2021,09:30,1056,granite,subsurface,4.07,10.66,0,393.25,,0.17,36.46,0.46,0,152.36,15.6,10.85,7.123,702,641,498,120,0.02425,1,-14.14,-97.79,,,,,,BdTfrac1993.20210522,10.85,,0.02425,15.6,4.07,10.66,,,0,,393.25,0.17,36.46,,0.46,0,152.36,,7.123,641,,,,BdTfrac1993,20210522,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210523_1,,691,0.02425,15.7,4.1,10.35,,,0,,378.4,0.16,35.74,,0.47,0,153.72,,7.554,609,,,,BdTfrac1993,20210523,1993,1056,granite,subsurface
450,1993_36,fracture,BdTfrac1993,SW_SW,,,,1993,24.05.2021,10:00,1056,granite,subsurface,4.06,10.46,0,391.72,,0.16,36.28,0.46,0,172.86,15.9,13.32,9.069,703,661,497,114,0.02425,1,,,,,,,,BdTfrac1993.20210524,,703,0.02425,15.9,4.06,10.46,,,0,,391.72,0.16,36.28,,0.46,0,172.86,,9.069,661,,,,BdTfrac1993,20210524,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210520_1,10.5,700,0.024,15.7,3.79,7.94,,,0,,320.24,0.15,34.53,,0.37,0,142.63,,8.576,483,,,,BdTfrac1993,20210520,1993,1056,granite,subsurface
205,1993_18,fracture,BdTfrac1993,SW_SW,,,,1993,22.03.2021,12:15,1056,granite,subsurface,3.83,9.74,0,362.75,,0,35.09,0.4,0.25,143.45,16.1,9.25,8.01,687,605,484,109,0.0238,1,,,,,,,,BdTfrac1993.20210322,9.25,687,0.02375,16.1,3.83,9.74,,,0,,362.75,0,35.09,,0.4,0.25,143.45,,8.01,605,,,,BdTfrac1993,20210322,1993,1056,granite,subsurface
315,1993_29,fracture,BdTfrac1993,SW_SW,,,,1993,06.05.2021,10:29,1056,granite,subsurface,4.58,9.89,,318.22,,0.1,34.78,0.44,0.29,144.18,15.9,8.8,8.482,706,599,502,,0.0233,1,-14.1,-97.85,,,,,,BdTfrac1993.20210506,,,0.0233,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210506,1993,1056,granite,subsurface
327,1993_31,fracture,BdTfrac1993,SW_SW,,,,1993,11.05.2021,14:31,1056,granite,subsurface,4.79,9.92,,374.56,,0.1,34.61,0.4,0.27,153.52,16,9.38,8.954,702,629,498,,0.0233,1,-14.02,-97.88,,,,,,BdTfrac1993.20210511,9.38,,0.0233,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210511,1993,1056,granite,subsurface
235,1993_20,fracture,BdTfrac1993,SW_SW,,,,1993,27.04.2021,11:15,1056,granite,subsurface,4.11,10,,368.14,,0.16,32.73,0.38,0.25,143.83,15.4,8.84,7.1,695,508,493,200,0.023,1,-14.34,-98.31,,,,,,BdTfrac1993.20210427,8.82,695,0.023,15.4,4.11,10,,,0,,368.14,0.16,32.73,,0.38,0.25,143.83,,7.1,508,,,,BdTfrac1993,20210427,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210505_4,8.98,704,0.023,16,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210520_02,10.36,702,0.023,15.8,4.06,10.05,,,0,,398.93,0.17,36.25,,0.43,0.08,150.22,,9.228,674,,,,BdTfrac1993,20210520,1993,1056,granite,subsurface
356,1993_33,fracture,BdTfrac1993,SW_SW,,,,1993,21.05.2021,11:37,1056,granite,subsurface,4.22,10.83,0,413.1,,0.18,36.49,0.54,0.09,149.21,15.7,11.73,9.036,698,107.5,496,127,0.0227,1,-14.05,-97.9,,,,,,BdTfrac1993.20210521,,698,0.0227,15.7,4.22,10.83,,,0,,413.1,0.18,36.49,,0.54,0.09,149.21,,9.036,107.5,,,,BdTfrac1993,20210521,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210523_3,,705,0.02262,16,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210523,1993,1056,granite,subsurface
55,1993_05,fracture,BdTfrac1993,SW_SW,,,,1993,16.10.2020,,1056,granite,subsurface,3.75,9.78,0,359.04,6.84,0.16,34.75,0.41,0.25,142.36,17.55,8.58,7.28,744.5,575,461.5,76,0.022,1,-14.18,-98.05,,,3.48,,,BdTfrac1993.20201016,,,0.022,17.8,3.75,9.78,,,,,359.04,0.16,34.75,,0.41,0.25,142.36,,7.28,575,,,,BdTfrac1993,20201016,1993,1056,granite,subsurface
55,1993_05,fracture,BdTfrac1993,SW_SW,,,,1993,16.10.2020,,1056,granite,subsurface,3.75,9.78,0,359.04,6.84,0.16,34.75,0.41,0.25,142.36,17.55,8.58,7.28,744.5,575,461.5,76,0.022,1,-14.18,-98.05,,,3.48,,,BdTfrac1993.20201016,,,0.022,17.3,3.75,9.78,,,,,359.04,0.16,34.75,,0.41,0.25,142.36,,7.28,575,,,,BdTfrac1993,20201016,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210505_1,8.89,691,0.022,15.8,1.54,10.57,,,0,,363.2,0.18,36.12,,0.44,0.24,133.83,,9.029,666,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
525,1993_41,fracture,BdTfrac1993,,,,,1993,23.07.2021,11:29,,granite,subsurface,4.05,10.11,0,316.83,,0.17,35.84,0.41,0.01,151.96,16,9.44,7.773,684,650,489,76,0.02,1,,,,,,,samples collected by ?B.Brixel/ ?C.Magnabosco,BdTfrac1993.20210723,9.44,684,0.02,16,4.05,10.11,,,0,,316.83,0.17,35.84,,0.41,0.01,151.96,,7.773,650,,,,BdTfrac1993,20210723,1993,1056,granite,subsurface
527,1993_42,fracture,BdTfrac1993,,,,,1993,28.07.2021,11:53,,granite,subsurface,,,,,,,,,,,15.9,8.6,,679,,483,47,0.02,1,,,,,,,,BdTfrac1993.20210728,8.6,679,0.02,15.9,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210728,1993,1056,granite,subsurface
57,1993_07,fracture,BdTfrac1993,SW_SW,,,,1993,03.11.2020,,1056,granite,subsurface,2.83,10.67,0,381.82,,0.18,38.82,0.57,0.26,160.28,16.2,8.18,8.46,674,672,478,112,0.024,1,-14.14,-98.35,,,6.37,,,BdTfrac1993.20201103,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20201103,1993,1056,granite,subsurface
243,1993_21_01,fracture,BdTfrac1993,SW_SW,,,,1993,05.05.2021,10:53,1056,granite,subsurface,3.76,9.91,,363.2,,0.18,36.12,0.44,0.24,133.83,15.8,8.89,9.029,691,666,493,203,0.022,1,-14.19,-98.05,,,,,,BdTfrac1993.20210505,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210505_2,8.84,698,,16,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993.20210505_3,9.12,703,,16,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210505,1993,1056,granite,subsurface
331,1993_32_01,fracture,BdTfrac1993,SW_SW,,,,1993,20.05.2021,13:30,1056,granite,subsurface,3.79,7.94,,320.24,,0.15,34.53,0.37,0,142.63,15.7,10.5,8.576,700,483,494,98,0.024,1,-14.11,-98.12,,,,,,BdTfrac1993.20210520,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210520,1993,1056,granite,subsurface
415,1993_35_01,fracture,BdTfrac1993,SW_SW,,,,1993,23.05.2021,10:20,,granite,subsurface,4.1,10.35,0,378.4,,0.16,35.74,0.47,0,153.72,15.7,12.2,7.554,691,609,492,162,0.02425,1,-14.08,-97.59,,,,,,BdTfrac1993.20210523,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993,20210523,1993,1056,granite,subsurface
531,1993_44,fracture,BdTfrac1993,,,,,1993,06.08.2021,,,granite,subsurface,4.04,10.08,0,378.72,,0.16,35.31,0.4,0.01,154.48,,,7.664,,631,,,,1,,,,,,,samples collected by A.Acciardo,BdTfrac1993.20210806,,,,,4.04,10.08,,,0,,378.72,0.16,35.31,,0.4,0.01,154.48,,7.664,631,,,,BdTfrac1993,20210806,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993-1.20201103,8.18,674,0.024,16.2,2.83,10.67,,,,,381.82,0.18,38.82,,0.57,0.26,160.7,,8.462,672,,,,BdTfrac1993-1,20201103,1993,1056,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac1993-2.20201103,8.08,670,0.024,16.1,2.9,10.69,,,,,385.75,0.18,38.08,,0.45,0.25,158.55,,8.418,666,,,,BdTfrac1993-2,20201103,1993,1056,granite,subsurface
427,0216_35,fracture,BdTfrac216,,,,,216,23.05.2021,15:23,,granite,subsurface,0.26,0.14,3.54,12.52,,0,1.65,5.02,3.59,19.21,5,,8.416,125,105.2,89,136,,1,-13.17,-92.23,,,,,,BdTfrac216.20210523,,125,,5,0.26,0.14,,,3.54,,12.52,0,1.65,,5.02,3.59,19.21,,8.416,105.2,,,,BdTfrac216,20210523,216,,granite,subsurface
63,2647_05,fracture,BdTfrac2647,SW_NE,,,,2647,16.10.2020,,1254,granite,subsurface,4.61,3.83,0,94.81,13.68,0,24.04,0.21,0.25,34.16,18.55,8.88,7.77,290.5,211,175,204,0.002,1,-14.2,-98.12,,,3.66,,,BdTfrac2647.20201016,,,0.002,18.8,4.61,3.83,,,,,94.81,,24.04,,0.21,0.25,34.16,,7.773,211,,,,BdTfrac2647,20201016,2647,1254,granite,subsurface
63,2647_05,fracture,BdTfrac2647,SW_NE,,,,2647,16.10.2020,,1254,granite,subsurface,4.61,3.83,0,94.81,13.68,0,24.04,0.21,0.25,34.16,18.55,8.88,7.77,290.5,211,175,204,0.002,1,-14.2,-98.12,,,3.66,,,BdTfrac2647.20201016,,,0.002,18.3,4.61,3.83,,,,,94.81,,24.04,,0.21,0.25,34.16,,7.773,211,,,,BdTfrac2647,20201016,2647,1254,granite,subsurface
507,2647_39,fracture,BdTfrac2647,SW_NE,,,,2647,08.07.2021,15:35,,granite,subsurface,5.1,4.37,0,105.79,,0,26.1,0.4,0.02,37.35,15.9,8.8,,262,,189,154,0.002,1,,,,,,,,BdTfrac2647.20210708,8.8,262,0.002,15.9,5.1,4.37,,,0,,105.79,0,26.1,,0.4,0.02,37.35,,,,,,,BdTfrac2647,20210708,2647,1254,granite,subsurface
67,2647_17,fracture,BdTfrac2647,SW_NE,,,,2647,03.03.2021,,1254,granite,subsurface,3.46,4.24,0,94.41,19,0,24.52,0.25,0.26,30.85,15.8,8.88,8.5,254,220,180,195,0.0018,1,,,,,0.23,,,BdTfrac2647.20210303,8.88,254,0.0018,15.8,3.46,4.24,,,,,94.41,0,24.52,,0.25,0.26,30.85,,8.5,220,,,,BdTfrac2647,20210303,2647,1254,granite,subsurface
64,2647_07,fracture,BdTfrac2647,SW_NE,,,,2647,02.11.2020,,1254,granite,subsurface,3.72,3.99,0,93.02,20,0,24.09,0.21,0.25,34.22,16,8.08,8.71,225,233,161,200,0.0018,1,-14.25,-98.06,,,2.57,,,BdTfrac2647.20201102,,,0.00176,16,3.72,3.99,,,,,93.02,,24.09,,0.21,0.25,34.22,,8.713,233,,,,BdTfrac2647,20201102,2647,1254,granite,subsurface
65,2647_08,fracture,BdTfrac2647,SW_NE,,,,2647,15.12.2020,,1254,granite,subsurface,5.39,4.09,0,96.33,10,0,24.18,0.21,0,35.3,16.5,7.87,8.55,240,227,171,204,0.0016,1,,,,,3.95,,,BdTfrac2647.20201215,7.87,240,0.001567,16.5,5.39,4.09,,,,,96.33,,24.18,,0.21,,35.3,,8.6,227,81763.72855,20959.2764,,BdTfrac2647,20201215,2647,1254,granite,subsurface
66,2647_16,fracture,BdTfrac2647,SW_NE,,,,2647,03.02.2021,,1254,granite,subsurface,4.07,4.06,0,93.37,15,0,24.82,0.29,0.22,35.99,15.8,8.8,8.79,252,237,179,31,0.0015,1,-14.26,-98.27,,,6.32,,,BdTfrac2647.20210203,8.8,252,0.0015,15.8,4.07,4.06,,,,,93.37,,24.82,,0.29,0.22,35.99,,8.79,237,,,,BdTfrac2647,20210203,2647,1254,granite,subsurface
206,2647_19,fracture,BdTfrac2647,SW_NE,,,,2647,15.04.2021,16:53,1254,granite,subsurface,3.71,4.16,,96.5,,0,24.69,0.23,0,36.92,16.6,8.58,8.91,255,231,180,215,0.0015,1,-14.23,-98.2,,,,,,BdTfrac2647.20210415,8.58,255,0.0015,16.6,3.71,4.16,,,0,,96.5,0,24.69,,0.23,0,36.92,,8.91,231,,,,BdTfrac2647,20210415,2647,1254,granite,subsurface
62,2647_01,fracture,BdTfrac2647,SW_NE,,,,2647,20.08.2020,,1254,granite,subsurface,6.11,5.66,0,92.74,,0.01,24.25,0.22,1.09,35.69,18.5,8.88,7.37,239,309,220,,0.0014,1,,,,,4.08,,,BdTfrac2647.20200820,,,0.0014,18.5,6.11,5.66,,,,,92.74,0.01,24.25,,0.22,1.09,35.69,,7.374,239,,,,BdTfrac2647,20200820,2647,1254,granite,subsurface
