ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt,d18O_ppt_2,dD_ppt_2,CBE_pc,mixing_st1nit1_2,notes,Name,pH,EC,Q,Temperature,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Lithium,Sodium,Ammonium,Potassium,Magnesium,Calcium,Strontium,Lab_pH,Lab_EC,qPCR_mean,qPCR_std,Map ID,python_ID,python_date,Excel_TM,Excel_Overburden,Excel_Geology,Excel_Category
265,2647_28,fracture,BdTfrac2647,SW_NE,,,,2647,05.05.2021,13:50,1254,granite,subsurface,2.69,4.17,,95.86,,0.01,24.9,0.21,0.24,35.82,17.2,9.02,9.031,260,229,184,112,0.0013,1,-14.15,-97.84,,,,,,BdTfrac2647.20210505,9.02,260,0.0013,17.2,2.69,4.17,,,0,,95.86,0.01,24.9,,0.21,0.24,35.82,,9.031,229,,,,BdTfrac2647,20210505,2647,1254,granite,subsurface
68,2794_01,fracture,BdTfrac2794,,,,,2794,20.08.2020,,1305,granite,subsurface,3.14,3.36,0,19.51,,0.06,9.05,0.64,1.15,23.01,16.9,9.2,7.67,120.5,90.7,85.5,,0.04,1,,,,,24.06,,,BdTfrac2794.20200820,,,0.04,16.9,3.14,3.36,,,,,19.51,0.06,9.05,,0.64,1.15,23.01,,7.674,90.7,,,,BdTfrac2794,20200820,2794,1305,granite,subsurface
69,2794_05,fracture,BdTfrac2794,,,,,2794,16.10.2020,,1305,granite,subsurface,2.62,0.4,0,22.49,20.52,0,8.9,0.38,0.28,15.32,16.75,9.09,8.4,117.1,84.6,70.5,179,0.036,1,-14.13,-97.63,,,9.26,,,BdTfrac2794.20201016,,,0.036,16.9,2.62,0.4,,,,,22.49,,8.9,,0.38,0.28,15.32,,8.403,84.6,,,,BdTfrac2794,20201016,2794,1305,granite,subsurface
69,2794_05,fracture,BdTfrac2794,,,,,2794,16.10.2020,,1305,granite,subsurface,2.62,0.4,0,22.49,20.52,0,8.9,0.38,0.28,15.32,16.75,9.09,8.4,117.1,84.6,70.5,179,0.036,1,-14.13,-97.63,,,9.26,,,BdTfrac2794.20201016,,,0.036,16.6,2.62,0.4,,,,,22.49,,8.9,,0.38,0.28,15.32,,8.403,84.6,,,,BdTfrac2794,20201016,2794,1305,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac2794.20201214,,,0.03,,,,,,,,,,,,,,,,,,,,,BdTfrac2794,20201214,2794,1305,granite,subsurface
70,2794_07,fracture,BdTfrac2794,,,,,2794,02.11.2020,,1305,granite,subsurface,2.12,0.44,0,22,25,0,9.25,0.39,0.35,15.33,14.8,8.26,8.94,96.6,96,68.8,188,0.0167,1,-14.2,-97.73,,,5.82,,,BdTfrac2794.20201102,,,0.0167,14.8,2.12,0.44,,,,,22,,9.25,,0.39,0.35,15.33,,8.935,96,,,,BdTfrac2794,20201102,2794,1305,granite,subsurface
72,2794_16,fracture,BdTfrac2794,,,,,2794,03.02.2021,,1305,granite,subsurface,2.64,0.74,0,30.19,15,0,11.33,0.46,0.26,18.78,14.6,8.9,8.96,125.9,113.2,89.5,70,0.01,1,-14.17,-98.08,,,15.66,,,BdTfrac2794.20210203,8.9,125.9,0.01,14.6,2.64,0.74,,,,,30.19,,11.33,,0.46,0.26,18.78,,8.96,113.2,,,,BdTfrac2794,20210203,2794,1305,granite,subsurface
73,2794_17,fracture,BdTfrac2794,,,,,2794,03.03.2021,,1305,granite,subsurface,2.34,0.73,0,30.83,26,0,11.36,0.47,0.29,16.76,14.7,8.98,8.63,127.1,89,90.3,208,0.0085,1,,,,,4.03,,,BdTfrac2794.20210303,8.98,127.1,0.0085,14.7,2.34,0.73,,,,,30.83,,11.36,,0.47,0.29,16.76,,8.63,89,,,,BdTfrac2794,20210303,2794,1305,granite,subsurface
71,2794_08,fracture,BdTfrac2794,,,,,2794,14.12.2020,,1305,granite,subsurface,3.35,0.6,0,28.07,15,0,10.2,0.44,0.26,17.77,14.9,7.89,8.79,103.2,100.9,73.3,240,0.03,1,-14.11,-97.84,,,11.77,,,BdTfrac2794.20201214,7.89,103.2,,14.9,3.35,0.6,,,,,28.07,,10.2,,0.44,0.26,17.77,,8.8,100.9,7820.690925,462.3547128,,BdTfrac2794,20201214,2794,1305,granite,subsurface
207,2794_19,fracture,BdTfrac2794,,,,,2794,15.04.2021,16:40,1305,granite,subsurface,2.47,0.77,,32.51,,0,11.72,0.44,0,19.86,15.1,8.86,9.05,131.6,115.5,93.3,230,,1,-14.2,-98.25,,,,,,BdTfrac2794.20210415,8.86,131.6,,15.1,2.47,0.77,,,0,,32.51,0,11.72,,0.44,0,19.86,,9.05,115.5,,,,BdTfrac2794,20210415,2794,1305,granite,subsurface
74,2848A_01,fracture,BdTfrac2848A,SW_SW,,,,2848.1,20.08.2020,,1332,granite,subsurface,1.83,2.95,1.1,11.3,,0,6.6,0.32,1.1,10.91,14.6,9.56,8.45,89.2,65.2,53.1,,,1,,,,,14.25,,,BdTfrac2848A.20200820,,,999,14.6,1.83,2.95,,,1.1,,11.3,,6.6,,0.32,1.1,10.91,,8.452,65.2,,,,BdTfrac2848A,20200820,2848,1332,granite,subsurface
75,2848A_05,fracture,BdTfrac2848A,SW_SW,,,,2848.1,16.10.2020,,1332,granite,subsurface,1.39,0.53,0,11.67,20.52,0,6.55,0.36,0.27,10.16,14.6,9.36,8.71,79.7,49.5,44.87,180,,1,-13.95,-95.26,,,10.64,,,BdTfrac2848A.20201016,,,999,14.7,1.39,0.53,,,,,11.67,,6.55,,0.36,0.27,10.16,,8.71,49.5,,,,BdTfrac2848A,20201016,2848,1332,granite,subsurface
75,2848A_05,fracture,BdTfrac2848A,SW_SW,,,,2848.1,16.10.2020,,1332,granite,subsurface,1.39,0.53,0,11.67,20.52,0,6.55,0.36,0.27,10.16,14.6,9.36,8.71,79.7,49.5,44.87,180,,1,-13.95,-95.26,,,10.64,,,BdTfrac2848A.20201016,,,999,14.5,1.39,0.53,,,,,11.67,,6.55,,0.36,0.27,10.16,,8.71,49.5,,,,BdTfrac2848A,20201016,2848,1332,granite,subsurface
76,2848A_07,fracture,BdTfrac2848A,SW_SW,,,,2848.1,02.11.2020,,1332,granite,subsurface,1.03,0.64,0,11.07,20,0,6.52,0.35,0.26,9.9,13.3,8.74,9.1,65.9,61.4,46.7,179,,1,-13.9,-95.48,,,8.46,,,BdTfrac2848A.20201102,,,999,13.3,1.03,0.64,,,,,11.07,,6.52,,0.35,0.26,9.9,,9.102,61.4,,,,BdTfrac2848A,20201102,2848,1332,granite,subsurface
208,2848A_19,fracture,BdTfrac2848A,SW_SW,,,,2848.1,15.04.2021,16:35,1332,granite,subsurface,1.07,0.29,0.89,10.69,,0,6.62,0.32,0,10.91,13.4,9.25,9.21,73,64.1,50.4,215,2.5,1,,,,,,,,BdTfrac2848A.20210415,9.25,73,999,13.4,1.07,0.29,,,0.29,,10.69,0,6.62,,0.32,0,10.91,,9.21,64.1,,,,BdTfrac2848A,20210415,2848,1332,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no cations,BdTfrac2848A.20211201,9,74,999,14.6,1.41,0.19,,,0.89,,9.7,,,,,,,,,,2746.032327,804.9553871,,BdTfrac2848A,20211201,2848,1332,granite,subsurface
506,2848A_39,fracture,BdTfrac2848A,SW_SW,,,,2848.1,08.07.2021,15:20,,granite,subsurface,1.52,0.23,0.76,12.76,,0,7.43,0.4,0.04,11.34,13.3,9.3,,71.3,,51,164,,1,,,,,,,,BdTfrac2848A.20210708,9.3,71.3,,13.3,1.52,0.23,,,0.76,,12.76,0,7.43,,0.4,0.04,11.34,,,,5033.104985,1242.181437,,BdTfrac2848A,20210708,2848,1332,granite,subsurface
79,2848A_17,fracture,BdTfrac2848A,SW_SW,,,,2848.1,03.03.2021,,1332,granite,subsurface,0.84,0.17,0,11.36,14,0,6.71,0.36,0.27,10.32,12.8,9.58,8.77,73.2,58.9,52,184,,1,,,,,24.96,,in qPCR data as BdTfrac2848A.20210305,BdTfrac2848A.20210303,9.58,73.2,,12.8,0.84,0.17,,,,,11.36,,6.71,,0.36,0.27,10.32,,8.77,58.9,5117.508162,2680.890654,,BdTfrac2848A,20210303,2848,1332,granite,subsurface
77,2848A_08,fracture,BdTfrac2848A,SW_SW,,,,2848.1,14.12.2020,,1332,granite,subsurface,1.8,0.22,0.69,12.61,15,0,6.63,0.35,0.24,11.06,13.1,8.34,8.9,65.4,63.8,46.7,230,,1,-13.84,-95.69,,,12.25,,,BdTfrac2848A.20201214,8.34,65.4,,13.1,1.8,0.22,,,0.69,,12.61,,6.63,,0.35,0.24,11.06,,8.9,63.8,17791.86794,1997.157034,,BdTfrac2848A,20201214,2848,1332,granite,subsurface
78,2848A_16,fracture,BdTfrac2848A,SW_SW,,,,2848.1,03.02.2021,,1332,granite,subsurface,1.24,0.22,0.76,11.66,15,0,6.66,0.33,0.24,10.77,13.3,9.28,9.11,71.8,63.6,50.5,40,,1,-13.81,-95.33,,,18.27,,,BdTfrac2848A.20210203,9.28,71.8,,13.3,1.24,0.22,,,0.76,,11.66,,6.66,,0.33,0.24,10.77,,9.11,63.6,,,,BdTfrac2848A,20210203,2848,1332,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTrac2848A.20211122,,,,,1.26,0.21,,,0.85,,9.6,,,,,,,,,,,,,BdTfrac2848A,20211122,2848,1332,granite,subsurface
84,2848B_16,fracture,BdTfrac2848B,SW_SW,,,,2848.2,03.02.2021,,1332,granite,subsurface,2.34,0.73,0,65.07,10,0,16.92,0.49,0.23,25.67,15.5,9.18,8.92,175.4,164.5,125,33,0.2,1,-14.07,-96.74,,,10.08,,,BdTfrac2848B.20210203,9.18,175.4,0.2,15.5,2.34,0.73,,,,,65.07,,16.92,,0.49,0.23,25.67,,8.92,164.5,,,,BdTfrac2848B,20210203,2849,1332,granite,subsurface
80,2848B_01,fracture,BdTfrac2848B,SW_SW,,,,2848.2,20.08.2020,,1332,granite,subsurface,3.38,3.49,0,56.75,,0,15.4,0.39,1.09,23.93,18,9.34,8.14,202,160.9,143,,0.141,1,,,,,8.61,,,BdTfrac2848B.20200820,,,0.141,18,3.38,3.49,,,,,56.75,,15.4,,0.39,1.09,23.93,,8.141,160.9,,,,BdTfrac2848B,20200820,2849,1332,granite,subsurface
81,2848B_05,fracture,BdTfrac2848B,SW_SW,,,,2848.2,16.10.2020,,1332,granite,subsurface,2.67,1.3,0.01,58.93,13.86,0.01,15.52,,0.32,22.05,17.8,9.16,8.07,203,148.1,126.34,178,0.12,1,-13.94,-96.55,,,4.83,,,BdTfrac2848B.20201016,,,0.12,17.9,2.67,-111,,,,,58.93,,15.52,,-111,0.32,22.05,,8.067,148.1,,,,BdTfrac2848B,20201016,2849,1332,granite,subsurface
81,2848B_05,fracture,BdTfrac2848B,SW_SW,,,,2848.2,16.10.2020,,1332,granite,subsurface,2.67,1.3,0.01,58.93,13.86,0.01,15.52,,0.32,22.05,17.8,9.16,8.07,203,148.1,126.34,178,0.12,1,-13.94,-96.55,,,4.83,,,BdTfrac2848B.20201016,,,0.12,17.7,2.67,-111,,,,,58.93,,15.52,,-111,0.32,22.05,,8.067,148.1,,,,BdTfrac2848B,20201016,2849,1332,granite,subsurface
83,2848B_08,fracture,BdTfrac2848B,SW_SW,,,,2848.2,14.12.2020,,1332,granite,subsurface,3.09,0.83,0.23,62.54,10,0,15.87,0.48,0.23,24.38,15.7,8.25,8.73,160.9,152.4,114,240,0.1,1,-13.95,-96.52,,,6.76,,,BdTfrac2848B.20201214,8.25,160.9,0.1,15.7,3.09,0.83,,,0.23,,62.54,,15.87,,0.48,0.23,24.38,,8.7,152.4,6786.35688,109.7310622,,BdTfrac2848B,20201214,2849,1332,granite,subsurface
82,2848B_07,fracture,BdTfrac2848B,SW_SW,,,,2848.2,02.11.2020,,1332,granite,subsurface,2.18,0.73,0,62.91,15,0,16.16,0.48,0.25,23.8,15.8,8.58,8.93,159.1,151.6,113,187,0.1,1,-14.08,-96.89,,,5.15,,,BdTfrac2848B.20201102,,,0.1,15.8,2.18,0.73,,,,,62.91,,16.16,,0.48,0.25,23.8,,8.93,151.6,,,,BdTfrac2848B,20201102,2849,1332,granite,subsurface
85,2848B_17,fracture,BdTfrac2848B,SW_SW,,,,2848.2,03.03.2021,,1332,granite,subsurface,1.7,0.71,0.48,61.51,10,0,15.85,0.48,0.26,21.17,15.3,9.28,8.54,177.8,121.9,126,193,0.1,1,,,,,6.09,,,BdTfrac2848B.20210303,9.28,177.8,0.1,15.3,1.7,0.71,,,0.48,,61.51,,15.85,,0.48,0.26,21.17,,8.54,121.9,,,,BdTfrac2848B,20210303,2849,1332,granite,subsurface
209,2848B_19,fracture,BdTfrac2848B,SW_SW,,,,2848.2,15.04.2021,16:30,1332,granite,subsurface,2.06,0.78,,61.24,,0,15.9,0.46,0,24.9,15.9,8.79,9.06,181,160.5,127,226,0.1,1,-14,-96.8,,,,,,BdTfrac2848B.20210415,8.79,181,0.1,15.9,2.06,0.78,,,0,,61.24,0,15.9,,0.46,0,24.9,,9.06,160.5,,,,BdTfrac2848B,20210415,2849,1332,granite,subsurface
505,2848B_39,fracture,BdTfrac2848B,SW_SW,,,,2848.2,08.07.2021,15:15,,granite,subsurface,2.88,0.66,0.4,65.59,,0,16.57,0.54,0.03,24.17,15.7,9.1,,174.6,,124,173,0.1,1,,,,,,,,BdTfrac2848B.20210708,9.1,174.6,0.1,15.7,2.88,0.66,,,0.4,,65.59,0,16.57,,0.54,0.03,24.17,,,,,,,BdTfrac2848B,20210708,2849,1332,granite,subsurface
505,2848B_39,fracture,BdTfrac2848B,SW_SW,,,,2848.2,08.07.2021,15:15,,granite,subsurface,2.88,0.66,0.4,65.59,,0,16.57,0.54,0.03,24.17,15.7,9.1,,174.6,,124,173,0.1,1,,,,,,,,BdTfrac2848B.20210708,9.1,174.6,0.1,13.3,2.88,0.66,,,0.4,,65.59,0,16.57,,0.54,0.03,24.17,,,,,,,BdTfrac2848B,20210708,2849,1332,granite,subsurface
210,2945_19,fracture,BdTfrac2945,,,,,2945,15.04.2021,16:12,1393,granite,subsurface,,,,,,,,,,,16.1,8.23,,71.4,,50.4,238,0.0265,1,,,,,,,,BdTfrac2945.20210415,8.23,71.4,0.0265,16.1,,,,,,,,,,,,,,,,,,,,BdTfrac2945,20210415,2945,1393,granite,subsurface
87,3191_07,fracture,BdTfrac3191,SW_NE,,,,3191,02.11.2020,,1584,granite,subsurface,3.06,0.44,0,26.81,15,0,15.76,0.23,0,11.19,17.2,8.8,8.99,103.9,97,73.7,182,0.035,1,-14.03,-96.4,,,10.39,,,BdTfrac3191.20201102,,,0.035,17.2,3.06,0.44,,,,,26.81,,15.76,,0.23,,11.19,,8.991,97,,,,BdTfrac3191,20201102,3191,1584,granite,subsurface
211,3191_19,fracture,BdTfrac3191,SW_NE,,,,3191,15.04.2021,16:05,1584,granite,subsurface,2.65,0.74,,52.95,,0,18.31,0.28,0,20.13,17,9.26,9.08,125.7,145.1,88.5,213,0.03025,2.5,-13.96,-96.05,,,,,,BdTfrac3191.20210415,9.26,125.7,0.03025,17,2.65,0.74,,,0,,52.95,0,18.31,,0.28,0,20.13,,9.08,145.1,,,,BdTfrac3191,20210415,3191,1584,granite,subsurface
504,3191_39,fracture,BdTfrac3191,SW_NE,,,,3191,08.07.2021,15:00,,granite,subsurface,3.94,0.46,0,29.95,,0,16.37,0.31,0,13.13,16.8,9.3,,115,,81.7,168,0.029495,2.5,,,,,,,,BdTfrac3191.20210708,9.3,115,0.029495,16.8,3.94,0.46,,,0,,29.95,0,16.37,,0.31,0,13.13,,,,,,,BdTfrac3191,20210708,3191,1584,granite,subsurface
88,3191_08,fracture,BdTfrac3191,SW_NE,,,,3191,14.12.2020,,1584,granite,subsurface,4.29,0.45,0,29.5,12.5,0,15.79,0.18,0,12.35,17.2,8.32,8.65,103,99,72.8,245,0.03025,2.5,-13.97,-96.63,,,8.71,,,BdTfrac3191.20201214,8.32,103,0.01214,17.2,4.29,0.45,,,,,29.5,,15.79,,0.18,,12.35,,8.7,99,,,,BdTfrac3191,20201214,3191,1584,granite,subsurface
89,3191_16,fracture,BdTfrac3191,SW_NE,,,,3191,03.02.2021,,1584,granite,subsurface,3.21,0.51,0,27.36,10,0,15.8,0.2,0,11.93,16.8,8.37,8.95,111.8,101.3,79.8,145,0.03025,2.5,-13.93,-96.19,,,15.14,,,BdTfrac3191.20210203,8.37,111.8,0.01214,16.8,3.21,0.51,,,,,27.36,,15.8,,0.2,,11.93,,8.95,101.3,,,,BdTfrac3191,20210203,3191,1584,granite,subsurface
90,3191_17,fracture,BdTfrac3191,SW_NE,,,,3191,03.03.2021,,1584,granite,subsurface,2.93,0.47,0,26.9,19,0,15.6,0.21,0,11.06,17,9.5,8.61,113.4,96.8,81.1,186,0.02975,2.5,,,,,9.72,,,BdTfrac3191.20210303,9.5,113.4,0.011875,17,2.93,0.47,,,,,26.9,,15.6,,0.21,,11.06,,8.61,96.8,,,,BdTfrac3191,20210303,3191,1584,granite,subsurface
86,3191_01,fracture,BdTfrac3191,SW_NE,,,,3191,20.08.2020,,1584,granite,subsurface,4.59,3.11,0,25.43,,0,15.5,0.21,1.18,27.2,19.2,9.62,7.9,137.8,103,97.5,,0.025,2.5,,,,,33.68,,,BdTfrac3191.20200820,,,0.01,19.2,4.59,3.11,,,,,25.43,,15.5,,0.21,1.18,27.2,,7.9,103,,,,BdTfrac3191,20200820,3191,1584,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac3191.20211122,,,,,3.41,0.4,,,,,24.08,,,,,,,,,,,,,BdTfrac3191,20211122,3191,1584,granite,subsurface
503,3192_39,fracture,BdTfrac3192,SW_NE,,,,3192,08.07.2021,14:45,,granite,subsurface,3.72,0.79,0,59.17,,0.09,19.96,0.68,0,20.45,16.8,9.2,,166,,116,173,0.0462,3,,,,,,,,BdTfrac3192.20210708,9.2,166,0.0462,16.8,3.72,0.79,,,0,,59.17,0.09,19.96,,0.68,0,20.45,,,,,,,BdTfrac3192,20210708,3192,1583,granite,subsurface
212,3192_19,fracture,BdTfrac3192,SW_NE,,,,3192,15.04.2021,16:00,1583,granite,subsurface,2.82,0.52,,33,,0,16.21,0.17,0,13.53,17.4,9.16,9.03,161.8,110.4,115,212,0.0405,3,-13.98,-95.85,,,,,,BdTfrac3192.20210415,9.16,161.8,0.0405,17.4,2.82,0.52,,,0,,33,0,16.21,,0.17,0,13.53,,9.03,110.4,,,,BdTfrac3192,20210415,3192,1583,granite,subsurface
92,3192_07,fracture,BdTfrac3192,SW_NE,,,,3192,02.11.2020,,1583,granite,subsurface,2.67,0.78,0,52.95,15,0,18.12,0.21,0,19.29,17.2,8.72,8.85,147.2,137,104,187,0.044,2,-13.97,-96.04,,,6.77,,,BdTfrac3192.20201102,,,0.022,17.2,2.67,0.78,,,,,52.95,,18.12,,0.21,0.24,19.29,,8.845,137,,,,BdTfrac3192,20201102,3192,1583,granite,subsurface
94,3192_16,fracture,BdTfrac3192,SW_NE,,,,3192,03.02.2021,,1583,granite,subsurface,2.95,0.73,0,54.08,10,0,18.2,0.23,0,19.96,16.9,9.18,8.82,160,144.3,113,124,0.0429,3,-13.97,-96.22,,,9.7,,,BdTfrac3192.20210203,9.18,160,0.0143,16.9,2.95,0.73,,,,,54.08,,18.2,,0.23,,19.96,,8.82,144.3,,,,BdTfrac3192,20210203,3192,1583,granite,subsurface
95,3192_17,fracture,BdTfrac3192,SW_NE,,,,3192,03.03.2021,,1583,granite,subsurface,2.64,0.84,0,53.65,18,0,18.04,0.25,0,17.57,17,9.27,8.3,162.3,137.3,115,192,0.0429,3,,,,,2.57,,,BdTfrac3192.20210303,9.27,162.3,0.0143,17,2.64,0.84,,,,,53.65,0,18.04,,0.25,,17.57,,8.3,137.3,,,,BdTfrac3192,20210303,3192,1583,granite,subsurface
93,3192_08,fracture,BdTfrac3192,SW_NE,,,,3192,14.12.2020,,1583,granite,subsurface,3.96,0.86,0,56.24,10,0,18.15,0.23,0,20.28,17.3,8.33,8.68,145.8,142.8,103,244,0.0315,3,-13.95,-96.34,,,6.06,,,BdTfrac3192.20201214,8.33,145.8,0.0105,17.3,3.96,0.86,,,,,56.24,,18.15,,0.23,,20.28,,8.7,142.8,,,,BdTfrac3192,20201214,3192,1583,granite,subsurface
91,3192_01,fracture,BdTfrac3192,SW_NE,,,,3192,20.08.2020,,1583,granite,subsurface,4.23,3.43,0,49.85,,0,17.97,0.27,1.3,33.06,19,9.34,7.97,191.6,148.4,137,,0.0054,2,,,,,23.53,,,BdTfrac3192.20200820,,,0.0027,19,4.23,3.43,,,,,49.85,0,17.97,,0.27,1.3,33.06,,7.968,148.4,,,,BdTfrac3192,20200820,3192,1583,granite,subsurface
242,0340_20,fracture,BdTfrac340,,,,,340,27.04.2021,15:05,228.94,gneiss,subsurface,0.24,0.16,1.66,21.98,,0,1.78,5.28,3.56,23.35,,,7.55,,92.4,,,,1,-12.92,-89.68,,,,,,BdTfrac340.20210427,,,,,0.24,0.16,,,1.66,,21.98,0,1.78,,5.28,3.56,23.35,,7.55,92.4,,,,BdTfrac340,20210427,340,228.94,gneiss,subsurface
241,0363_20,fracture,BdTfrac363,,,,,363,27.04.2021,15:00,241.03,gneiss,subsurface,0.29,0.18,2.47,8.65,,0,1.67,4.79,2.09,19.29,,,7.51,,119.3,,,,1,-13.21,-90.04,,,,,,BdTfrac363.20210427,,,,,0.29,0.18,,,2.47,,8.65,0,1.67,,4.79,2.09,19.29,,7.51,119.3,,,,BdTfrac363,20210427,363,241.03,gneiss,subsurface
96,3750_07,fracture,BdTfrac3750,all,,,,3750,02.11.2020,,1288,granite,subsurface,0.75,0.21,1.69,6.05,10,0,3.06,0.42,0.26,6.59,15.5,8.11,9.15,40,37,28.7,164,,,-14.02,-95.5,,,7.67,,,BdTfrac3750.20201102,,,999,15.5,0.75,0.21,,,1.69,,6.05,,3.06,,0.42,0.26,6.59,,9.154,37,,,,BdTfrac3750,20201102,3750,1288,granite,subsurface
213,3750_19,fracture,BdTfrac3750,all,,,,3750,15.04.2021,15:40,1288,granite,subsurface,0.59,0.19,1.59,7.25,,0,3.09,0.41,0,7.51,14.6,8.6,9.2,45.9,39.2,32.7,244,0.943,1,-13.86,-95.14,,,,,,BdTfrac3750.20210415,8.6,45.9,999,14.6,0.59,0.19,,,1.59,,7.25,,3.09,,0.41,0,7.51,,9.2,39.2,,,,BdTfrac3750,20210415,3750,1288,granite,subsurface
97,3750_08,fracture,BdTfrac3750,all,,,,3750,14.12.2020,,1288,granite,subsurface,0.19,0.13,1.57,7.63,15,0,3.09,0.45,0,7.54,14.7,7.3,8.8,40.5,36.7,29,243,,,-14.02,-95.44,,,-4.08,,,BdTfrac3750.20201214,7.3,40.5,,14.7,0.19,0.13,,,1.57,,7.63,,3.09,,0.45,,7.54,,8.8,36.7,,,,BdTfrac3750,20201214,3750,1288,granite,subsurface
98,3750_13,fracture,BdTfrac3750,all,,,,3750,21.12.2020,,1288,granite,subsurface,0.81,0.15,1.63,6.95,10,0,2.88,0.42,0,7.53,14.7,9.33,8.09,41.1,36.6,29.2,150,,,,,,,17.93,,,BdTfrac3750.20201221,,41.1,,,0.81,0.15,,,1.63,,6.95,,2.88,,0.42,,7.53,,8.09,36.6,,,,BdTfrac3750,20201221,3750,1288,granite,subsurface
99,3750_16,fracture,BdTfrac3750,all,,,,3750,03.02.2021,,1288,granite,subsurface,0.78,0.18,1.8,6.64,10,0,3.05,0.4,0,7.5,14.8,7.47,9.11,44.4,39.5,31.5,151,,,-14,-95.26,,,7.84,,,BdTfrac3750.20210203,7.47,44.4,,14.8,0.78,0.18,,,1.8,,6.64,,3.05,,0.4,,7.5,,9.11,39.5,,,,BdTfrac3750,20210203,3750,1288,granite,subsurface
99,3750_16,fracture,BdTfrac3750,all,,,,3750,03.02.2021,,1288,granite,subsurface,0.78,0.18,1.8,6.64,10,0,3.05,0.4,0,7.5,14.8,7.47,9.11,44.4,39.5,31.5,151,,,-14,-95.26,,,7.84,,,BdTfrac3750.20210203,7.47,44.4,,14.7,0.78,0.18,,,1.8,,6.64,,3.05,,0.4,,7.5,,9.11,39.5,,,,BdTfrac3750,20210203,3750,1288,granite,subsurface
100,3750_17,fracture,BdTfrac3750,all,,,,3750,03.03.2021,,1288,granite,subsurface,0.59,0.22,2.1,6.65,12.5,0,3.13,0.42,0,7.39,14.5,8.75,8.57,45.3,36.1,32,186,,,,,,,3.88,,,BdTfrac3750.20210303,8.75,45.3,,14.5,0.59,0.22,,,2.1,,6.65,,3.13,,0.42,0,7.39,,8.57,36.1,,,,BdTfrac3750,20210303,3750,1288,granite,subsurface
502,3750_39,fracture,BdTfrac3750,all,,,,3750,08.07.2021,14:30,,granite,subsurface,0.91,0.16,1.49,8.18,,0.13,4.05,0.47,0,8.39,14.6,8.6,,45.2,,32,165,,1,,,,,,,,BdTfrac3750.20210708,8.6,45.2,,14.6,0.91,0.16,,,1.49,,8.18,0.13,4.05,,0.47,0,8.39,,,,,,,BdTfrac3750,20210708,3750,1288,granite,subsurface
214,3884_19,fracture,BdTfrac3884,all,,,,3884,15.04.2021,15:30,1244,granite,subsurface,1.74,0.21,0.92,13.66,,0,8.51,0.58,0,10.67,17,8.69,9.26,79.2,65.2,66.2,210,1.214,1,,,,,,,,BdTfrac3884.20210415,8.69,79.2,999,17,1.74,0.21,,,0.92,,13.66,0,8.51,,0.58,0,10.67,,9.26,65.2,,,,BdTfrac3884,20210415,3884,1244,granite,subsurface
101,3884_07,fracture,BdTfrac3884,all,,,,3884,02.11.2020,,1244,granite,subsurface,1.62,1.51,0,13.2,15,0,8.6,0.61,0,9.9,17.2,7.98,9.12,71.3,66.7,50.7,176,,,-14.62,-100.25,,,10.53,,,BdTfrac3884.20201102,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac3884,20201102,3884,1244,granite,subsurface
102,3884_08,fracture,BdTfrac3884,all,,,,3884,14.12.2020,,1244,granite,subsurface,,0.88,,,,0,,,0,,17.4,7.7,,71.3,,50.8,242,,,,,,,999,,,BdTfrac3884.20201214,7.7,71.3,,17.4,,,,,,,,,,,,,,,,,,,,BdTfrac3884,20201214,3884,1244,granite,subsurface
103,3884_13,fracture,BdTfrac3884,all,,,,3884,21.12.2020,,1244,granite,subsurface,2.21,0.27,0,14.12,15,0,8.53,0.61,0,10.45,17.3,9.52,7.99,72.9,64.4,51.8,143,,,,,,,17.08,,,BdTfrac3884.20201221,9.52,72.9,,17.3,2.21,0.27,,,,,14.12,,8.53,,0.61,,10.45,,7.99,64.4,,,,BdTfrac3884,20201221,3884,1244,granite,subsurface
104,3884_16,fracture,BdTfrac3884,all,,,,3884,03.02.2021,,1244,granite,subsurface,1.89,0.28,0.85,13.72,10,0,8.6,0.58,0,10.71,16.7,7.88,9.21,79.7,71.8,56.8,145,,,-14.53,-99.61,,,19.77,,,BdTfrac3884.20210203,7.88,79.7,,16.7,1.89,0.28,,,0.85,,13.72,,8.6,,0.58,,10.71,,9.21,71.8,,,,BdTfrac3884,20210203,3884,1244,granite,subsurface
